"","Subject","Condition","word","wordType","grammarType","trial","nounAnswer","nounAnswer2","accuracy","rt"
"2451","AAM25","AAM","kidnap","filler","notNoun",62,0,"notNoun",1,1050
"2452","AAM25","AAM","lawyer","filler","noun",57,1,"noun",1,919
"2453","AAM25","AAM","lunatic","filler","notNoun",1,1,"noun",0,883
"2454","AAM25","AAM","manually","filler","notNoun",46,0,"notNoun",1,2781
"2455","AAM25","AAM","marina","filler","noun",65,1,"noun",1,1499
"2456","AAM25","AAM","military","filler","noun",58,0,"notNoun",0,2743
"2457","AAM25","AAM","mineral","filler","noun",3,1,"noun",1,1150
"2458","AAM25","AAM","momentary","filler","notNoun",75,0,"notNoun",1,996
"2459","AAM25","AAM","occupy","filler","notNoun",91,0,"notNoun",1,2219
"2460","AAM25","AAM","omelet","filler","noun",16,1,"noun",1,1131
"2461","AAM25","AAM","opaque","filler","notNoun",40,0,"notNoun",1,1701
"2462","AAM25","AAM","orbital","filler","notNoun",7,0,"notNoun",1,1238
"2463","AAM25","AAM","overcome","filler","notNoun",93,0,"notNoun",1,1358
"2464","AAM25","AAM","parable","filler","noun",45,0,"notNoun",0,1529
"2465","AAM25","AAM","parrot","filler","noun",25,1,"noun",1,1330
"2466","AAM25","AAM","pineapple","filler","noun",60,1,"noun",1,849
"2467","AAM25","AAM","recovery","filler","noun",6,0,"notNoun",0,1164
"2468","AAM25","AAM","regular","filler","notNoun",14,0,"notNoun",1,1247
"2469","AAM25","AAM","relate","filler","notNoun",73,0,"notNoun",1,1577
"2470","AAM25","AAM","remedial","filler","notNoun",61,0,"notNoun",1,1354
"2471","AAM25","AAM","remind","filler","notNoun",87,0,"notNoun",1,1029
"2472","AAM25","AAM","romantic","filler","notNoun",70,0,"notNoun",1,1139
"2473","AAM25","AAM","royalty","filler","noun",97,0,"notNoun",0,1919
"2474","AAM25","AAM","sabrestep10","critical","noun",35,0,"notNoun",0,1373
"2475","AAM25","AAM","saltystep14","critical","notNoun",92,0,"notNoun",1,1262
"2476","AAM25","AAM","sandalstep11","critical","noun",82,1,"noun",1,1286
"2477","AAM25","AAM","seaweedstep12","critical","noun",86,1,"noun",1,1092
"2478","AAM25","AAM","secludedstep10","critical","notNoun",56,0,"notNoun",1,1176
"2479","AAM25","AAM","secondstep11","critical","noun",15,0,"notNoun",0,1417
"2480","AAM25","AAM","severalstep9","critical","notNoun",67,0,"notNoun",1,1515
"2481","AAM25","AAM","sidewalkstep8","critical","noun",69,1,"noun",1,1265
"2482","AAM25","AAM","silverstep10","critical","noun",55,0,"notNoun",0,1554
"2483","AAM25","AAM","similarstep10","critical","notNoun",83,0,"notNoun",1,1227
"2484","AAM25","AAM","solidstep12","critical","notNoun",36,0,"notNoun",1,1767
"2485","AAM25","AAM","submarinestep10","critical","noun",95,1,"noun",1,1384
"2486","AAM25","AAM","sufferstep8","critical","notNoun",52,0,"notNoun",1,1159
"2487","AAM25","AAM","superpowerstep12","critical","noun",81,0,"notNoun",0,1916
"2488","AAM25","AAM","surrenderstep8","critical","notNoun",90,0,"notNoun",1,1591
"2489","AAM25","AAM","tobacco","filler","noun",34,1,"noun",1,1174
"2490","AAM25","AAM","totally","filler","notNoun",94,0,"notNoun",1,945
"2491","AAM25","AAM","tutorial","filler","noun",20,1,"noun",1,1519
"2492","AAM25","AAM","typical","filler","notNoun",32,0,"notNoun",1,1024
"2493","AAM25","AAM","umbrella","filler","noun",33,1,"noun",1,903
"2494","AAM25","AAM","unique","filler","notNoun",50,0,"notNoun",1,2330
"2495","AAM25","AAM","vibrant","filler","notNoun",53,0,"notNoun",1,1710
"2496","AAM25","AAM","warrantee","filler","noun",88,1,"noun",1,1759
"2497","AAM25","AAM","weekly","filler","notNoun",13,0,"notNoun",1,1087
"2498","AAM25","AAM","wrinkle","filler","noun",80,0,"notNoun",0,1521
"2499","AAM25","AAM","yell","filler","notNoun",8,0,"notNoun",1,1043
"2500","AAM25","AAM","yoghurt","filler","noun",18,1,"noun",1,1526
"2501","AAM26","AAM","acerbicstep12","critical","notNoun",74,0,"notNoun",1,1889
"2502","AAM26","AAM","alone","filler","notNoun",76,0,"notNoun",1,976
"2503","AAM26","AAM","america","filler","noun",5,1,"noun",1,1067
"2504","AAM26","AAM","anemia","filler","noun",43,1,"noun",1,1488
"2505","AAM26","AAM","animal","filler","noun",79,1,"noun",1,928
"2506","AAM26","AAM","annoying","filler","notNoun",96,0,"notNoun",1,1091
"2507","AAM26","AAM","appear","filler","notNoun",17,0,"notNoun",1,1194
"2508","AAM26","AAM","around","filler","notNoun",44,0,"notNoun",1,984
"2509","AAM26","AAM","avenue","filler","noun",84,1,"noun",1,1158
"2510","AAM26","AAM","bakery","filler","noun",63,1,"noun",1,994
"2511","AAM26","AAM","ballerina","filler","noun",21,1,"noun",1,851
"2512","AAM26","AAM","basementstep11","critical","noun",19,1,"noun",1,1151
"2513","AAM26","AAM","beauty","filler","noun",89,0,"notNoun",0,1072
"2514","AAM26","AAM","become","filler","notNoun",2,0,"notNoun",1,1584
"2515","AAM26","AAM","brain","filler","noun",10,1,"noun",1,881
"2516","AAM26","AAM","camera","filler","noun",48,1,"noun",1,1174
"2517","AAM26","AAM","casserolestep12","critical","noun",22,1,"noun",1,956
"2518","AAM26","AAM","ciderstep9","critical","noun",47,1,"noun",1,1756
"2519","AAM26","AAM","degree","filler","noun",23,1,"noun",1,1349
"2520","AAM26","AAM","depend","filler","notNoun",54,0,"notNoun",1,1237
"2521","AAM26","AAM","develop","filler","notNoun",42,0,"notNoun",1,1645
"2522","AAM26","AAM","document","filler","noun",27,1,"noun",1,1472
"2523","AAM26","AAM","dragon","filler","noun",99,1,"noun",1,777
"2524","AAM26","AAM","embody","filler","notNoun",85,0,"notNoun",1,1095
"2525","AAM26","AAM","energy","filler","noun",49,0,"notNoun",0,893
"2526","AAM26","AAM","engine","filler","noun",71,1,"noun",1,1444
"2527","AAM26","AAM","enroll","filler","notNoun",39,0,"notNoun",1,1132
"2528","AAM26","AAM","eternal","filler","notNoun",24,0,"notNoun",1,1062
"2529","AAM26","AAM","evolve","filler","notNoun",98,0,"notNoun",1,1478
"2530","AAM26","AAM","failure","filler","noun",0,0,"notNoun",0,1603
"2531","AAM26","AAM","family","filler","noun",29,1,"noun",1,1047
"2532","AAM26","AAM","felony","filler","noun",9,1,"noun",1,1337
"2533","AAM26","AAM","freeze","filler","notNoun",72,0,"notNoun",1,1382
"2534","AAM26","AAM","fumble","filler","notNoun",26,0,"notNoun",1,1137
"2535","AAM26","AAM","garden","filler","noun",37,1,"noun",1,816
"2536","AAM26","AAM","gasolinestep11","critical","noun",78,1,"noun",1,1139
"2537","AAM26","AAM","global","filler","notNoun",64,0,"notNoun",1,1817
"2538","AAM26","AAM","grapple","filler","notNoun",41,0,"notNoun",1,1178
"2539","AAM26","AAM","guilty","filler","notNoun",31,0,"notNoun",1,1143
"2540","AAM26","AAM","gullible","filler","notNoun",28,0,"notNoun",1,966
"2541","AAM26","AAM","hamburger","filler","noun",51,1,"noun",1,1094
"2542","AAM26","AAM","harmful","filler","notNoun",4,0,"notNoun",1,1099
"2543","AAM26","AAM","hidden","filler","notNoun",12,0,"notNoun",1,1448
"2544","AAM26","AAM","honeymoon","filler","noun",68,1,"noun",1,968
"2545","AAM26","AAM","human","filler","noun",30,1,"noun",1,1241
"2546","AAM26","AAM","ignore","filler","notNoun",77,0,"notNoun",1,1323
"2547","AAM26","AAM","image","filler","noun",59,1,"noun",1,1521
"2548","AAM26","AAM","immoral","filler","notNoun",66,0,"notNoun",1,1573
"2549","AAM26","AAM","immune","filler","notNoun",11,0,"notNoun",1,1600
"2550","AAM26","AAM","ironic","filler","notNoun",38,0,"notNoun",1,1159
"2551","AAM26","AAM","kidnap","filler","notNoun",62,0,"notNoun",1,1392
"2552","AAM26","AAM","lawyer","filler","noun",57,1,"noun",1,944
"2553","AAM26","AAM","lunatic","filler","notNoun",1,0,"notNoun",1,1105
"2554","AAM26","AAM","manually","filler","notNoun",46,0,"notNoun",1,1049
"2555","AAM26","AAM","marina","filler","noun",65,1,"noun",1,1018
"2556","AAM26","AAM","military","filler","noun",58,1,"noun",1,878
"2557","AAM26","AAM","mineral","filler","noun",3,1,"noun",1,1044
"2558","AAM26","AAM","momentary","filler","notNoun",75,0,"notNoun",1,1513
"2559","AAM26","AAM","occupy","filler","notNoun",91,0,"notNoun",1,1451
"2560","AAM26","AAM","omelet","filler","noun",16,1,"noun",1,948
"2561","AAM26","AAM","opaque","filler","notNoun",40,0,"notNoun",1,1083
"2562","AAM26","AAM","orbital","filler","notNoun",7,0,"notNoun",1,929
"2563","AAM26","AAM","overcome","filler","notNoun",93,0,"notNoun",1,1508
"2564","AAM26","AAM","parable","filler","noun",45,0,"notNoun",0,1280
"2565","AAM26","AAM","parrot","filler","noun",25,1,"noun",1,862
"2566","AAM26","AAM","pineapple","filler","noun",60,1,"noun",1,983
"2567","AAM26","AAM","recovery","filler","noun",6,1,"noun",1,2523
"2568","AAM26","AAM","regular","filler","notNoun",14,0,"notNoun",1,1013
"2569","AAM26","AAM","relate","filler","notNoun",73,0,"notNoun",1,1447
"2570","AAM26","AAM","remedial","filler","notNoun",61,0,"notNoun",1,984
"2571","AAM26","AAM","remind","filler","notNoun",87,0,"notNoun",1,1154
"2572","AAM26","AAM","romantic","filler","notNoun",70,0,"notNoun",1,1357
"2573","AAM26","AAM","royalty","filler","noun",97,0,"notNoun",0,2324
"2574","AAM26","AAM","sabrestep10","critical","noun",35,1,"noun",1,1808
"2575","AAM26","AAM","saltystep14","critical","notNoun",92,0,"notNoun",1,1272
"2576","AAM26","AAM","sandalstep11","critical","noun",82,1,"noun",1,1005
"2577","AAM26","AAM","seaweedstep12","critical","noun",86,1,"noun",1,1130
"2578","AAM26","AAM","secludedstep10","critical","notNoun",56,0,"notNoun",1,1158
"2579","AAM26","AAM","secondstep11","critical","noun",15,0,"notNoun",0,1686
"2580","AAM26","AAM","severalstep9","critical","notNoun",67,0,"notNoun",1,1764
"2581","AAM26","AAM","sidewalkstep8","critical","noun",69,1,"noun",1,1061
"2582","AAM26","AAM","silverstep10","critical","noun",55,0,"notNoun",0,1195
"2583","AAM26","AAM","similarstep10","critical","notNoun",83,0,"notNoun",1,1161
"2584","AAM26","AAM","solidstep12","critical","notNoun",36,0,"notNoun",1,1463
"2585","AAM26","AAM","submarinestep10","critical","noun",95,1,"noun",1,1074
"2586","AAM26","AAM","sufferstep8","critical","notNoun",52,0,"notNoun",1,1049
"2587","AAM26","AAM","superpowerstep12","critical","noun",81,1,"noun",1,1911
"2588","AAM26","AAM","surrenderstep8","critical","notNoun",90,0,"notNoun",1,2490
"2589","AAM26","AAM","tobacco","filler","noun",34,1,"noun",1,1017
"2590","AAM26","AAM","totally","filler","notNoun",94,0,"notNoun",1,1096
"2591","AAM26","AAM","tutorial","filler","noun",20,1,"noun",1,1107
"2592","AAM26","AAM","typical","filler","notNoun",32,0,"notNoun",1,860
"2593","AAM26","AAM","umbrella","filler","noun",33,1,"noun",1,862
"2594","AAM26","AAM","unique","filler","notNoun",50,0,"notNoun",1,973
"2595","AAM26","AAM","vibrant","filler","notNoun",53,0,"notNoun",1,1517
"2596","AAM26","AAM","warrantee","filler","noun",88,1,"noun",1,1002
"2597","AAM26","AAM","weekly","filler","notNoun",13,0,"notNoun",1,1090
"2598","AAM26","AAM","wrinkle","filler","noun",80,1,"noun",1,1185
"2599","AAM26","AAM","yell","filler","notNoun",8,0,"notNoun",1,1609
"2600","AAM26","AAM","yoghurt","filler","noun",18,1,"noun",1,1067
"2601","AAM27","AAM","acerbicstep12","critical","notNoun",74,0,"notNoun",1,1808
"2602","AAM27","AAM","alone","filler","notNoun",76,0,"notNoun",1,865
"2603","AAM27","AAM","america","filler","noun",5,1,"noun",1,843
"2604","AAM27","AAM","anemia","filler","noun",43,1,"noun",1,1372
"2605","AAM27","AAM","animal","filler","noun",79,1,"noun",1,933
"2606","AAM27","AAM","annoying","filler","notNoun",96,0,"notNoun",1,795
"2607","AAM27","AAM","appear","filler","notNoun",17,0,"notNoun",1,1928
"2608","AAM27","AAM","around","filler","notNoun",44,0,"notNoun",1,1934
"2609","AAM27","AAM","avenue","filler","noun",84,1,"noun",1,980
"2610","AAM27","AAM","bakery","filler","noun",63,1,"noun",1,896
"2611","AAM27","AAM","ballerina","filler","noun",21,1,"noun",1,1127
"2612","AAM27","AAM","basementstep11","critical","noun",19,1,"noun",1,1003
"2613","AAM27","AAM","beauty","filler","noun",89,0,"notNoun",0,1921
"2614","AAM27","AAM","become","filler","notNoun",2,0,"notNoun",1,1232
"2615","AAM27","AAM","brain","filler","noun",10,1,"noun",1,1591
"2616","AAM27","AAM","camera","filler","noun",48,1,"noun",1,804
"2617","AAM27","AAM","casserolestep12","critical","noun",22,1,"noun",1,1207
"2618","AAM27","AAM","ciderstep9","critical","noun",47,1,"noun",1,1444
"2619","AAM27","AAM","degree","filler","noun",23,1,"noun",1,3232
"2620","AAM27","AAM","depend","filler","notNoun",54,0,"notNoun",1,1005
"2621","AAM27","AAM","develop","filler","notNoun",42,0,"notNoun",1,1125
"2622","AAM27","AAM","document","filler","noun",27,1,"noun",1,1028
"2623","AAM27","AAM","dragon","filler","noun",99,1,"noun",1,930
"2624","AAM27","AAM","embody","filler","notNoun",85,0,"notNoun",1,1120
"2625","AAM27","AAM","energy","filler","noun",49,0,"notNoun",0,899
"2626","AAM27","AAM","engine","filler","noun",71,1,"noun",1,1334
"2627","AAM27","AAM","enroll","filler","notNoun",39,0,"notNoun",1,1063
"2628","AAM27","AAM","eternal","filler","notNoun",24,0,"notNoun",1,2588
"2629","AAM27","AAM","evolve","filler","notNoun",98,0,"notNoun",1,1302
"2630","AAM27","AAM","failure","filler","noun",0,0,"notNoun",0,1223
"2631","AAM27","AAM","family","filler","noun",29,1,"noun",1,1506
"2632","AAM27","AAM","felony","filler","noun",9,1,"noun",1,1137
"2633","AAM27","AAM","freeze","filler","notNoun",72,0,"notNoun",1,1159
"2634","AAM27","AAM","fumble","filler","notNoun",26,1,"noun",0,1280
"2635","AAM27","AAM","garden","filler","noun",37,1,"noun",1,855
"2636","AAM27","AAM","gasolinestep11","critical","noun",78,1,"noun",1,2322
"2637","AAM27","AAM","global","filler","notNoun",64,0,"notNoun",1,1590
"2638","AAM27","AAM","grapple","filler","notNoun",41,0,"notNoun",1,2475
"2639","AAM27","AAM","guilty","filler","notNoun",31,0,"notNoun",1,751
"2640","AAM27","AAM","gullible","filler","notNoun",28,0,"notNoun",1,784
"2641","AAM27","AAM","hamburger","filler","noun",51,1,"noun",1,984
"2642","AAM27","AAM","harmful","filler","notNoun",4,0,"notNoun",1,1250
"2643","AAM27","AAM","hidden","filler","notNoun",12,0,"notNoun",1,928
"2644","AAM27","AAM","honeymoon","filler","noun",68,1,"noun",1,1321
"2645","AAM27","AAM","human","filler","noun",30,1,"noun",1,1809
"2646","AAM27","AAM","ignore","filler","notNoun",77,0,"notNoun",1,1351
"2647","AAM27","AAM","image","filler","noun",59,1,"noun",1,1665
"2648","AAM27","AAM","immoral","filler","notNoun",66,0,"notNoun",1,1537
"2649","AAM27","AAM","immune","filler","notNoun",11,0,"notNoun",1,1792
"2650","AAM27","AAM","ironic","filler","notNoun",38,0,"notNoun",1,999
"2651","AAM27","AAM","kidnap","filler","notNoun",62,1,"noun",0,990
"2652","AAM27","AAM","lawyer","filler","noun",57,1,"noun",1,1003
"2653","AAM27","AAM","lunatic","filler","notNoun",1,1,"noun",0,1180
"2654","AAM27","AAM","manually","filler","notNoun",46,0,"notNoun",1,1448
"2655","AAM27","AAM","marina","filler","noun",65,1,"noun",1,2244
"2656","AAM27","AAM","military","filler","noun",58,1,"noun",1,1249
"2657","AAM27","AAM","mineral","filler","noun",3,1,"noun",1,1796
"2658","AAM27","AAM","momentary","filler","notNoun",75,0,"notNoun",1,1183
"2659","AAM27","AAM","occupy","filler","notNoun",91,0,"notNoun",1,1173
"2660","AAM27","AAM","omelet","filler","noun",16,1,"noun",1,925
"2661","AAM27","AAM","opaque","filler","notNoun",40,0,"notNoun",1,972
"2662","AAM27","AAM","orbital","filler","notNoun",7,1,"noun",0,1124
"2663","AAM27","AAM","overcome","filler","notNoun",93,0,"notNoun",1,1471
"2664","AAM27","AAM","parable","filler","noun",45,0,"notNoun",0,1390
"2665","AAM27","AAM","parrot","filler","noun",25,1,"noun",1,1360
"2666","AAM27","AAM","pineapple","filler","noun",60,1,"noun",1,1242
"2667","AAM27","AAM","recovery","filler","noun",6,1,"noun",1,4021
"2668","AAM27","AAM","regular","filler","notNoun",14,0,"notNoun",1,1592
"2669","AAM27","AAM","relate","filler","notNoun",73,0,"notNoun",1,921
"2670","AAM27","AAM","remedial","filler","notNoun",61,0,"notNoun",1,1123
"2671","AAM27","AAM","remind","filler","notNoun",87,0,"notNoun",1,2272
"2672","AAM27","AAM","romantic","filler","notNoun",70,0,"notNoun",1,2096
"2673","AAM27","AAM","royalty","filler","noun",97,1,"noun",1,1546
"2674","AAM27","AAM","sabrestep10","critical","noun",35,1,"noun",1,2217
"2675","AAM27","AAM","saltystep14","critical","notNoun",92,0,"notNoun",1,1620
"2676","AAM27","AAM","sandalstep11","critical","noun",82,1,"noun",1,1616
"2677","AAM27","AAM","seaweedstep12","critical","noun",86,1,"noun",1,1442
"2678","AAM27","AAM","secludedstep10","critical","notNoun",56,0,"notNoun",1,1422
"2679","AAM27","AAM","secondstep11","critical","noun",15,1,"noun",1,1939
"2680","AAM27","AAM","severalstep9","critical","notNoun",67,0,"notNoun",1,1541
"2681","AAM27","AAM","sidewalkstep8","critical","noun",69,1,"noun",1,1421
"2682","AAM27","AAM","silverstep10","critical","noun",55,0,"notNoun",0,2510
"2683","AAM27","AAM","similarstep10","critical","notNoun",83,0,"notNoun",1,1306
"2684","AAM27","AAM","solidstep12","critical","notNoun",36,1,"noun",0,1659
"2685","AAM27","AAM","submarinestep10","critical","noun",95,1,"noun",1,1221
"2686","AAM27","AAM","sufferstep8","critical","notNoun",52,0,"notNoun",1,1116
"2687","AAM27","AAM","superpowerstep12","critical","noun",81,1,"noun",1,1488
"2688","AAM27","AAM","surrenderstep8","critical","notNoun",90,0,"notNoun",1,1544
"2689","AAM27","AAM","tobacco","filler","noun",34,1,"noun",1,948
"2690","AAM27","AAM","totally","filler","notNoun",94,1,"noun",0,2779
"2691","AAM27","AAM","tutorial","filler","noun",20,1,"noun",1,2713
"2692","AAM27","AAM","typical","filler","notNoun",32,0,"notNoun",1,950
"2693","AAM27","AAM","umbrella","filler","noun",33,1,"noun",1,916
"2694","AAM27","AAM","unique","filler","notNoun",50,0,"notNoun",1,867
"2695","AAM27","AAM","vibrant","filler","notNoun",53,0,"notNoun",1,1626
"2696","AAM27","AAM","warrantee","filler","noun",88,1,"noun",1,1271
"2697","AAM27","AAM","weekly","filler","notNoun",13,0,"notNoun",1,1389
"2698","AAM27","AAM","wrinkle","filler","noun",80,1,"noun",1,1174
"2699","AAM27","AAM","yell","filler","notNoun",8,0,"notNoun",1,1268
"2700","AAM27","AAM","yoghurt","filler","noun",18,1,"noun",1,1906
"2701","AAM28","AAM","acerbicstep12","critical","notNoun",31,0,"notNoun",1,1501
"2702","AAM28","AAM","alone","filler","notNoun",78,0,"notNoun",1,1315
"2703","AAM28","AAM","america","filler","noun",48,1,"noun",1,960
"2704","AAM28","AAM","anemia","filler","noun",14,1,"noun",1,1545
"2705","AAM28","AAM","animal","filler","noun",4,1,"noun",1,969
"2706","AAM28","AAM","annoying","filler","notNoun",82,0,"notNoun",1,1054
"2707","AAM28","AAM","appear","filler","notNoun",25,0,"notNoun",1,1564
"2708","AAM28","AAM","around","filler","notNoun",83,0,"notNoun",1,1279
"2709","AAM28","AAM","avenue","filler","noun",41,1,"noun",1,857
"2710","AAM28","AAM","bakery","filler","noun",37,1,"noun",1,1346
"2711","AAM28","AAM","ballerina","filler","noun",75,1,"noun",1,697
"2712","AAM28","AAM","basementstep11","critical","noun",11,1,"noun",1,851
"2713","AAM28","AAM","beauty","filler","noun",17,1,"noun",1,1147
"2714","AAM28","AAM","become","filler","notNoun",47,0,"notNoun",1,1324
"2715","AAM28","AAM","brain","filler","noun",77,1,"noun",1,783
"2716","AAM28","AAM","camera","filler","noun",80,1,"noun",1,907
"2717","AAM28","AAM","casserolestep12","critical","noun",64,1,"noun",1,2565
"2718","AAM28","AAM","ciderstep9","critical","noun",60,1,"noun",1,1128
"2719","AAM28","AAM","degree","filler","noun",51,1,"noun",1,1294
"2720","AAM28","AAM","depend","filler","notNoun",29,0,"notNoun",1,1287
"2721","AAM28","AAM","develop","filler","notNoun",50,0,"notNoun",1,1476
"2722","AAM28","AAM","document","filler","noun",45,1,"noun",1,974
"2723","AAM28","AAM","dragon","filler","noun",65,1,"noun",1,837
"2724","AAM28","AAM","embody","filler","notNoun",95,0,"notNoun",1,1638
"2725","AAM28","AAM","energy","filler","noun",43,1,"noun",1,1058
"2726","AAM28","AAM","engine","filler","noun",36,1,"noun",1,800
"2727","AAM28","AAM","enroll","filler","notNoun",20,1,"noun",0,1154
"2728","AAM28","AAM","eternal","filler","notNoun",68,1,"noun",0,1302
"2729","AAM28","AAM","evolve","filler","notNoun",84,0,"notNoun",1,1496
"2730","AAM28","AAM","failure","filler","noun",49,1,"noun",1,1499
"2731","AAM28","AAM","family","filler","noun",42,1,"noun",1,958
"2732","AAM28","AAM","felony","filler","noun",30,1,"noun",1,977
"2733","AAM28","AAM","freeze","filler","notNoun",28,0,"notNoun",1,2015
"2734","AAM28","AAM","fumble","filler","notNoun",24,1,"noun",0,913
"2735","AAM28","AAM","garden","filler","noun",34,1,"noun",1,1127
"2736","AAM28","AAM","gasolinestep11","critical","noun",26,1,"noun",1,1217
"2737","AAM28","AAM","global","filler","notNoun",69,0,"notNoun",1,1260
"2738","AAM28","AAM","grapple","filler","notNoun",85,0,"notNoun",1,1152
"2739","AAM28","AAM","guilty","filler","notNoun",39,0,"notNoun",1,971
"2740","AAM28","AAM","gullible","filler","notNoun",32,0,"notNoun",1,999
"2741","AAM28","AAM","hamburger","filler","noun",97,1,"noun",1,876
"2742","AAM28","AAM","harmful","filler","notNoun",44,0,"notNoun",1,1305
"2743","AAM28","AAM","hidden","filler","notNoun",92,0,"notNoun",1,1153
"2744","AAM28","AAM","honeymoon","filler","noun",9,1,"noun",1,982
"2745","AAM28","AAM","human","filler","noun",58,1,"noun",1,963
"2746","AAM28","AAM","ignore","filler","notNoun",72,0,"notNoun",1,1481
"2747","AAM28","AAM","image","filler","noun",79,1,"noun",1,799
"2748","AAM28","AAM","immoral","filler","notNoun",71,0,"notNoun",1,2725
"2749","AAM28","AAM","immune","filler","notNoun",46,1,"noun",0,1496
"2750","AAM28","AAM","ironic","filler","notNoun",99,0,"notNoun",1,1316
"2751","AAM28","AAM","kidnap","filler","notNoun",2,0,"notNoun",1,855
"2752","AAM28","AAM","lawyer","filler","noun",76,1,"noun",1,939
"2753","AAM28","AAM","lunatic","filler","notNoun",12,0,"notNoun",1,1991
"2754","AAM28","AAM","manually","filler","notNoun",63,0,"notNoun",1,1519
"2755","AAM28","AAM","marina","filler","noun",27,1,"noun",1,1167
"2756","AAM28","AAM","military","filler","noun",87,1,"noun",1,857
"2757","AAM28","AAM","mineral","filler","noun",6,1,"noun",1,874
"2758","AAM28","AAM","momentary","filler","notNoun",67,0,"notNoun",1,1044
"2759","AAM28","AAM","occupy","filler","notNoun",91,1,"noun",0,1673
"2760","AAM28","AAM","omelet","filler","noun",73,1,"noun",1,897
"2761","AAM28","AAM","opaque","filler","notNoun",81,1,"noun",0,1604
"2762","AAM28","AAM","orbital","filler","notNoun",62,1,"noun",0,833
"2763","AAM28","AAM","overcome","filler","notNoun",13,0,"notNoun",1,2313
"2764","AAM28","AAM","parable","filler","noun",70,0,"notNoun",0,1494
"2765","AAM28","AAM","parrot","filler","noun",96,1,"noun",1,815
"2766","AAM28","AAM","pineapple","filler","noun",89,1,"noun",1,1161
"2767","AAM28","AAM","recovery","filler","noun",98,1,"noun",1,1276
"2768","AAM28","AAM","regular","filler","notNoun",10,0,"notNoun",1,1156
"2769","AAM28","AAM","relate","filler","notNoun",57,0,"notNoun",1,1725
"2770","AAM28","AAM","remedial","filler","notNoun",93,0,"notNoun",1,1960
"2771","AAM28","AAM","remind","filler","notNoun",8,1,"noun",0,1341
"2772","AAM28","AAM","romantic","filler","notNoun",40,1,"noun",0,986
"2773","AAM28","AAM","royalty","filler","noun",0,1,"noun",1,829
"2774","AAM28","AAM","sabrestep10","critical","noun",90,0,"notNoun",0,1432
"2775","AAM28","AAM","saltystep14","critical","notNoun",19,0,"notNoun",1,1163
"2776","AAM28","AAM","sandalstep11","critical","noun",54,1,"noun",1,1010
"2777","AAM28","AAM","seaweedstep12","critical","noun",66,1,"noun",1,1268
"2778","AAM28","AAM","secludedstep10","critical","notNoun",59,0,"notNoun",1,1504
"2779","AAM28","AAM","secondstep11","critical","noun",35,0,"notNoun",0,1020
"2780","AAM28","AAM","severalstep9","critical","notNoun",94,0,"notNoun",1,1566
"2781","AAM28","AAM","sidewalkstep8","critical","noun",88,1,"noun",1,967
"2782","AAM28","AAM","silverstep10","critical","noun",52,1,"noun",1,1149
"2783","AAM28","AAM","similarstep10","critical","notNoun",56,0,"notNoun",1,2029
"2784","AAM28","AAM","solidstep12","critical","notNoun",33,1,"noun",0,1083
"2785","AAM28","AAM","submarinestep10","critical","noun",7,1,"noun",1,1032
"2786","AAM28","AAM","sufferstep8","critical","notNoun",1,0,"notNoun",1,1256
"2787","AAM28","AAM","superpowerstep12","critical","noun",3,1,"noun",1,1787
"2788","AAM28","AAM","surrenderstep8","critical","notNoun",22,1,"noun",0,2025
"2789","AAM28","AAM","tobacco","filler","noun",21,1,"noun",1,1012
"2790","AAM28","AAM","totally","filler","notNoun",15,0,"notNoun",1,1046
"2791","AAM28","AAM","tutorial","filler","noun",23,1,"noun",1,1184
"2792","AAM28","AAM","typical","filler","notNoun",16,0,"notNoun",1,1450
"2793","AAM28","AAM","umbrella","filler","noun",74,1,"noun",1,808
"2794","AAM28","AAM","unique","filler","notNoun",86,0,"notNoun",1,1101
"2795","AAM28","AAM","vibrant","filler","notNoun",53,0,"notNoun",1,1076
"2796","AAM28","AAM","warrantee","filler","noun",55,1,"noun",1,1407
"2797","AAM28","AAM","weekly","filler","notNoun",5,0,"notNoun",1,1372
"2798","AAM28","AAM","wrinkle","filler","noun",61,1,"noun",1,1128
"2799","AAM28","AAM","yell","filler","notNoun",38,0,"notNoun",1,1907
"2800","AAM28","AAM","yoghurt","filler","noun",18,1,"noun",1,1477
"2801","AAM29","AAM","acerbicstep12","critical","notNoun",15,0,"notNoun",1,1057
"2802","AAM29","AAM","alone","filler","notNoun",74,1,"noun",0,852
"2803","AAM29","AAM","america","filler","noun",52,1,"noun",1,811
"2804","AAM29","AAM","anemia","filler","noun",99,0,"notNoun",0,1111
"2805","AAM29","AAM","animal","filler","noun",51,1,"noun",1,892
"2806","AAM29","AAM","annoying","filler","notNoun",33,0,"notNoun",1,1021
"2807","AAM29","AAM","appear","filler","notNoun",82,0,"notNoun",1,819
"2808","AAM29","AAM","around","filler","notNoun",24,0,"notNoun",1,853
"2809","AAM29","AAM","avenue","filler","noun",96,1,"noun",1,941
"2810","AAM29","AAM","bakery","filler","noun",6,1,"noun",1,874
"2811","AAM29","AAM","ballerina","filler","noun",26,1,"noun",1,820
"2812","AAM29","AAM","basementstep11","critical","noun",28,1,"noun",1,875
"2813","AAM29","AAM","beauty","filler","noun",19,0,"notNoun",0,724
"2814","AAM29","AAM","become","filler","notNoun",18,0,"notNoun",1,915
"2815","AAM29","AAM","brain","filler","noun",89,1,"noun",1,775
